id,source,subject,from
b'7924',,R developer (Киев) (новые вакансии за 21.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7925',,BI Developer (Киев) (новые вакансии за 21.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7926',,Data analyst (Киев) (новые вакансии за 21.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7927',,"Подставка для ноутбука DeepCool Wind Pal Mini | И другие товары, которыми интересуются вместе с ним",ROZETKA <bestdeal@rozetka.com.ua>
b'7928',,Обновите резюме — появились новые вакансии!,HeadHunter <no_reply@hh.ua>
b'7929',,Компания Mazars Ukraine просмотрела ваш отклик на вакансию ,"""rabota.ua"" <noreply@rabota.ua>"
b'7930',,"Охлаждающая подставка для ноутбука Trust Ziva (TR21962) | И другие товары, которые мы подобрали на основе ваших интересов",ROZETKA <bestdeal@rozetka.com.ua>
b'7931',,"DOU Daily: возвращения из Мальты в Украину, опционы в ІТ, минусы жизни в зарубежье",DOU <support@dou.ua>
b'7932',,"Книжковий четвер: читання на вихідні, знижки до 35% і гарантовані подарунки","""Yakaboo.ua"" <support@yakaboo.ua>"
b'7933',,SoftServe Notification,Iuliia Pastushenko <ipast@softserveinc.com>
b'7934',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'7935',,Access high-quality education from anywhere!,edX <news@edx.org>
b'7936',,"🔥 Распродажи недели: блузка H&M за 200 грн, кроссовки New Balance за 699 грн + 984 вещей со скидками","""Shafa.ua"" <hello@shafa.com.ua>"
b'7937',,Bitdefender 2020 wins 4 Editors' Choice Awards from PCMag,Bitdefender <bitdefender@hello.bitdefender.com>
b'7938',,"Смотрите ещё вакансии, похожие на вакансию «System analyst» в компании Luxoft",LinkedIn <jobs-noreply@linkedin.com>
b'7939',,Live Astronomy Q&A Session TODAY in about 1 hour,"""Astronomy: Exploring Time and Space Course Team"" <no-reply@t.mail.coursera.org>"
b'7940',,9 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'7941',,Ваш профиль появлялся в результатах поиска 3 раза на этой неделе,LinkedIn <notifications-noreply@linkedin.com>
b'7942',,BI Developer (Киев) (новые вакансии за 22.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7943',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 22.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'7944',,R developer (Киев) (новые вакансии за 22.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7945',,"PHP, Junior PHP developer (Киев) (новые вакансии за 22.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'7946',,Data analyst (Киев) (новые вакансии за 22.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7947',,Безкоштовна доставка тільки 4 дні! 😱,Uber Eats <uber.ukraine@uber.com>
b'7948',,"Подставка для ноутбука DeepCool Wind Pal Mini | И другие товары, которыми интересуются вместе с ним",ROZETKA <bestdeal@rozetka.com.ua>
b'7949',,Топ-100 книжок цього літа! Ви все читали?,"""Yakaboo.ua"" <support@yakaboo.ua>"
b'7950',,"DOU Daily: AR для детской книги, велкам-паки ІТ-компаний, сетап для переговоров",DOU <support@dou.ua>
b'7951',,Last chance to spark your creative genius with Adobe Creative Cloud – offer ends 26 August 2019. ,Adobe Creative Cloud <mail@mail.adobe.com>
b'7952',,Не тягни! Поспішай на розпродаж до -40% ➦,Comfy <comfy@mailersend.comfy.ua>
b'7953',,"Вакансия на должность «Technical Specialist» в компании Nielsen и ещё 9 вакансий, которые могут Вас заинтересовать.",LinkedIn <jobs-listings@linkedin.com>
b'7954',,6 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'7955',,"PHP, Junior PHP developer (Киев) (новые вакансии за 23.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'7956',,BI Developer (Киев) (новые вакансии за 23.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7957',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 23.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'7958',,Що читати дооооовгими вихідними! 🌄,"""Yakaboo.ua"" <support@yakaboo.ua>"
b'7959',,Вітаємо тебе з Днем незалежності!,Comfy <comfy@mailersend.comfy.ua>
b'7960',,"DOU Daily: Serverless Python API, .NET дайджест и неограниченный отпуск",DOU <support@dou.ua>
b'7961',,"Tamara, пригласите друга и получите 25 долларов США!",Payoneer <email@payoneer.com>
b'7962',,Data analyst (Киев) (новые вакансии за 24.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7963',,"PHP, Junior PHP developer (Киев) (новые вакансии за 24.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'7964',, ➡ Вигода до -60%! Ціни - в хлам!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'7965',,⏰ Останні години розпродажу,"""Yakaboo.ua"" <support@yakaboo.ua>"
b'7966',,Інформація щодо Вашого платежу,ПриватБанк <info@pb.ua>
b'7967',,Ваш запрос на вывод средств получен,Payoneer <NoReply@payoneer.com>
b'7968',,"Oh, the places you’ll go 🌎",edX <news@edx.org>
b'7969',,20+ новых вакансий «Junior Data Analyst» в Киеве за неделю,"""Work.ua"" <website@work.ua>"
b'7970',,Data analyst (Киев): Еженедельный дайджест вакансий за 18.08.2019 - 25.08.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'7971',,"Python, Middle Python, Junior python (Киев): Еженедельный дайджест вакансий за 18.08.2019 - 25.08.2019","""rabota.ua"" <noreply@rabota.ua>"
b'7972',,"PHP, Junior PHP developer (Киев): Еженедельный дайджест вакансий за 18.08.2019 - 25.08.2019","""rabota.ua"" <noreply@rabota.ua>"
b'7973',,R developer (Киев): Еженедельный дайджест вакансий за 18.08.2019 - 25.08.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'7974',,BI Developer (Киев): Еженедельный дайджест вакансий за 18.08.2019 - 25.08.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'7975',,Розпродаж техніки зі знижками до -40% триває!,Comfy <comfy@mailersend.comfy.ua>
b'7976',,"DOU Daily: переезд в Люблин, Java дайджест, удаленка без «посредников»",DOU <support@dou.ua>
b'7977',,Know your header from your footer,Codecademy <learn@codecademy.com>
b'7978',,Check out all that's coming to MITx this fall🍂,MIT Open Learning <MITxonedX@mit.edu>
b'7979',,"Популярные женские и мужские вещи прошлой недели от ZARA, Mango, Monsoon, H&M и еще 1977 товаров от мировых брендов",Шафа <hello@shafa.com.ua>
b'7980',,Ваше резюме успешно доставлено в компанию «Zoral»,"""rabota.ua"" <noreply@rabota.ua>"
b'7981',,"Ваше резюме успешно доставлено в компанию ""Zoral"" на вакансию ""Software / Data Integrator""","""rabota.ua"" <noreply@rabota.ua>"
b'7982',,"Ваше резюме успешно доставлено в компанию «Мілоан, ТОВ»","""rabota.ua"" <noreply@rabota.ua>"
b'7983',,"Вакансия на должность «HR Manager Ukraine» в компании Shell и ещё 9 вакансий, которые могут Вас заинтересовать.",LinkedIn <jobs-listings@linkedin.com>
b'7984',,5 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'7985',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 26.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'7986',,"PHP, Junior PHP developer (Киев) (новые вакансии за 26.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'7987',,BI Developer (Киев) (новые вакансии за 26.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7988',,Data analyst (Киев) (новые вакансии за 26.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7989',,R developer (Киев) (новые вакансии за 26.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'7990',, ➡ 🔥 Тільки сьогодні! Ціни - в хлам!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'7991',,Зустрічайте тиждень азійської кухні в Uber Eats!,Uber Eats <uber.ukraine@uber.com>
b'7992',,Дитячі книжки зі знижкою 20%,"""Yakaboo.ua"" <support@yakaboo.ua>"
b'7993',,"DOU Daily: Junior дайджест, ІТ в Чили, офис после удаленки",DOU <support@dou.ua>
b'7994',,🍱Ситні бізнес ланчі від 89 грн!🍱,Суши Wok Україна <promo@sushiwok.ua>
b'7995',,Tania sent you a new message,Tania Baladynska через LinkedIn <messaging-digest-noreply@linkedin.com>
b'7996',,Emily-CGTrader sent you a message on CGTrader,CGTrader Team <info@cgtrader.com>
b'7997',,"Компания Мілоан, ТОВ просмотрела ваш отклик на вакансию ","""rabota.ua"" <noreply@rabota.ua>"
b'7998',,"Розсилка DOU #257: рейтинг шкіл 2019, стажування вересня, робоче місце програміста",DOU <support@dou.ua>
b'7999',,Are you prepared for the future?,edX <news@edx.org>
b'8000',,"5 вещей, которые нужно успеть сделать до конца лета с пользой для карьеры. Дайджест 366","""Work.ua"" <website@work.ua>"
b'8001',,6 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'8002',,Keep up the momentum!,Deep Learning with Python and PyTorch <courses@edx.org>
b'8003',,Важные новости о продажах на Шафе,"""Shafa.ua"" <hello@shafa.com.ua>"
b'8004',,Подходящие вакансии ,HeadHunter <no_reply@hh.ua>
b'8005',,Data analyst (Киев) (новые вакансии за 27.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'8006',,"PHP, Junior PHP developer (Киев) (новые вакансии за 27.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'8007',,R developer (Киев) (новые вакансии за 27.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'8008',,BI Developer (Киев) (новые вакансии за 27.08.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'8009',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 27.08.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'8010',,"DOU Daily: DOU Ревизор в Materialise, роль продакта на разных этапах проекта, ML с нуля",DOU <support@dou.ua>
b'8011',,Міжнародна школа STUDY Academy запрошує!,STUDY Academy <newslist@obuchenie.com.ua>
b'8012',,Оставьте отзыв о купленном товаре: Подставка для ноутбука DeepCool Wind Pal Mini,ROZETKA <bestdeal@rozetka.com.ua>
b'8013',,Курсы и лекции на осенние вечера 🍂,Никита из Лекториума <robot@lektorium.tv>
b'8014',,Ні в чому собі не відмовляй!,Comfy <comfy@mailersend.comfy.ua>
b'8015',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'8016',,"Вакансия на должность «IT systems support specialist» в компании Procter & Gamble и ещё 9 вакансий, которые могут Вас заинтересовать.",LinkedIn <jobs-listings@linkedin.com>
b'8017',,10 Companies with Great Wellness Perks,Glassdoor <info@mail.glassdoor.com>
